Kernel,C,class_weight,Validation Precision,Validation Recall,Validation Accuracy,Validation F1 Score,Validation Balanced Accuracy,Validation Balanced Error Rate,Validation TP,Validation FP,Validation TN,Validation FN,Test Precision,Test Recall,Test Accuracy,Test F1 Score,Test Balanced Accuracy,Test Balanced Error Rate,Test TP,Test FP,Test TN,Test FN
linear,0.1,None,0.725018234865062,1.0,0.725018234865062,0.8405919661733615,0.5,0.5,1988,754,0,0,0.7153446997776131,1.0,0.7153446997776131,0.8340535868625756,0.5,0.5,1930,768,0,0
linear,1,None,0.725018234865062,1.0,0.725018234865062,0.8405919661733615,0.5,0.5,1988,754,0,0,0.7153446997776131,1.0,0.7153446997776131,0.8340535868625756,0.5,0.5,1930,768,0,0
linear,10,None,0.725018234865062,1.0,0.725018234865062,0.8405919661733615,0.5,0.5,1988,754,0,0,0.7153446997776131,1.0,0.7153446997776131,0.8340535868625756,0.5,0.5,1930,768,0,0
