Kernel,C,class_weight,Validation Precision,Validation Recall,Validation Accuracy,Validation F1 Score,Validation Balanced Accuracy,Validation Balanced Error Rate,Validation TP,Validation FP,Validation TN,Validation FN,Test Precision,Test Recall,Test Accuracy,Test F1 Score,Test Balanced Accuracy,Test Balanced Error Rate,Test TP,Test FP,Test TN,Test FN
linear,0.1,balanced,0.7052718040621266,0.7977532835001478,0.6746363613042251,0.74866734042764,0.6409365032060927,0.35906349679390726,18890,7894,7408,4789,0.7078114763574704,0.7974210914774454,0.6765008848155094,0.7499489608427585,0.6430455875515093,0.3569544124484907,18367,7582,7246,4666
linear,1,balanced,0.7052718040621266,0.7977532835001478,0.6746363613042251,0.74866734042764,0.6409365032060927,0.35906349679390726,18890,7894,7408,4789,0.7078114763574704,0.7974210914774454,0.6765008848155094,0.7499489608427585,0.6430455875515093,0.3569544124484907,18367,7582,7246,4666
linear,10,balanced,0.6626288094716071,0.5105367625322015,0.5447782252892435,0.5767239939889797,0.5541508802858367,0.4458491197141633,12089,6155,9147,11590,0.6646608930379035,0.5131333304389354,0.5463141491244289,0.579149822369227,0.5554943695626022,0.44450563043739777,11819,5963,8865,11214
linear,100,balanced,0.6626288094716071,0.5105367625322015,0.5447782252892435,0.5767239939889797,0.5541508802858367,0.4458491197141633,12089,6155,9147,11590,0.6646608930379035,0.5131333304389354,0.5463141491244289,0.579149822369227,0.5554943695626022,0.44450563043739777,11819,5963,8865,11214
rbf,0.1,balanced,0.7163638801367567,0.9025718991511466,0.7237372053051486,0.7987591800123335,0.6747861456283768,0.3252138543716232,21372,8462,6840,2307,0.7171333977100289,0.9027916467676812,0.7242280975145928,0.7993234542274501,0.674824471886673,0.32517552811332695,20794,8202,6626,2239
rbf,1,balanced,0.7163638801367567,0.9025718991511466,0.7237372053051486,0.7987591800123335,0.6747861456283768,0.3252138543716232,21372,8462,6840,2307,0.7171333977100289,0.9027916467676812,0.7242280975145928,0.7993234542274501,0.674824471886673,0.32517552811332695,20794,8202,6626,2239
rbf,10,balanced,0.7163638801367567,0.9025718991511466,0.7237372053051486,0.7987591800123335,0.6747861456283768,0.3252138543716232,21372,8462,6840,2307,0.7171333977100289,0.9027916467676812,0.7242280975145928,0.7993234542274501,0.674824471886673,0.32517552811332695,20794,8202,6626,2239
rbf,100,balanced,0.7163638801367567,0.9025718991511466,0.7237372053051486,0.7987591800123335,0.6747861456283768,0.3252138543716232,21372,8462,6840,2307,0.7171333977100289,0.9027916467676812,0.7242280975145928,0.7993234542274501,0.674824471886673,0.32517552811332695,20794,8202,6626,2239
sigmoid,0.1,balanced,0.606833467850417,0.4762870053634022,0.4944203586362587,0.5336929774749195,0.49938386341885965,0.5006161365811403,11278,7307,7995,12401,0.6082127229888926,0.47071592931880346,0.4935421674018119,0.5307031498568245,0.4998575600195312,0.5001424399804688,10842,6984,7844,12191
sigmoid,1,balanced,0.606833467850417,0.4762870053634022,0.4944203586362587,0.5336929774749195,0.49938386341885965,0.5006161365811403,11278,7307,7995,12401,0.6082127229888926,0.47071592931880346,0.4935421674018119,0.5307031498568245,0.4998575600195312,0.5001424399804688,10842,6984,7844,12191
sigmoid,10,balanced,0.606833467850417,0.4762870053634022,0.4944203586362587,0.5336929774749195,0.49938386341885965,0.5006161365811403,11278,7307,7995,12401,0.6082127229888926,0.47071592931880346,0.4935421674018119,0.5307031498568245,0.4998575600195312,0.5001424399804688,10842,6984,7844,12191
sigmoid,100,balanced,0.606833467850417,0.4762870053634022,0.4944203586362587,0.5336929774749195,0.49938386341885965,0.5006161365811403,11278,7307,7995,12401,0.6082127229888926,0.47071592931880346,0.4935421674018119,0.5307031498568245,0.4998575600195312,0.5001424399804688,10842,6984,7844,12191
